keywords,logged,source,event_id,task_category
Audit Success,3/20/2026 16:33,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/20/2026 1:00,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/17/2026 10:53,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/18/2026 0:04,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/20/2026 0:31,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/19/2026 13:14,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/18/2026 1:47,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/19/2026 21:04,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/18/2026 13:46,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/17/2026 11:22,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/19/2026 0:56,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/20/2026 1:45,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/17/2026 11:22,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/20/2026 0:32,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/19/2026 21:09,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/19/2026 21:04,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/18/2026 1:07,Microsoft Windows security,4672,Special Logon
Audit Success,3/18/2026 11:06,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/19/2026 10:10,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/14/2026 3:53,Microsoft Windows security,4624,Logon
Audit Success,3/20/2026 13:08,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/20/2026 1:48,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/17/2026 3:06,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/18/2026 14:06,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/17/2026 23:10,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/17/2026 15:46,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/16/2026 5:20,Microsoft Windows security,4672,Special Logon
Audit Success,3/17/2026 11:44,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/19/2026 12:54,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/19/2026 12:35,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/18/2026 11:40,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/17/2026 4:44,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/20/2026 1:45,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/18/2026 0:04,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/19/2026 12:27,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/17/2026 16:51,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/20/2026 16:39,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/20/2026 6:07,Microsoft Windows security,4624,Logon
Audit Success,3/19/2026 0:59,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/20/2026 16:38,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/17/2026 10:53,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/18/2026 14:06,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/18/2026 11:05,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/19/2026 1:00,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/19/2026 1:02,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/16/2026 22:14,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/17/2026 22:57,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/17/2026 11:22,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/17/2026 18:22,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/19/2026 2:44,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/16/2026 11:07,Microsoft Windows security,4672,Special Logon
Audit Success,3/19/2026 12:10,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/19/2026 12:23,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/17/2026 23:16,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/20/2026 13:37,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/19/2026 1:04,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/18/2026 1:36,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/18/2026 21:04,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/19/2026 0:32,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/17/2026 4:13,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/20/2026 0:34,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/17/2026 4:13,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/19/2026 1:01,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/17/2026 10:53,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/20/2026 16:54,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/17/2026 15:35,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/17/2026 5:20,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/21/2026 0:36,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/17/2026 23:18,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/13/2026 15:28,Microsoft Windows security,4672,Special Logon
Audit Success,3/17/2026 4:07,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/19/2026 21:30,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/17/2026 15:55,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/17/2026 15:48,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/20/2026 16:33,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/17/2026 3:42,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/17/2026 16:19,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/20/2026 6:07,Microsoft Windows security,4624,Logon
Audit Success,3/17/2026 3:41,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/17/2026 5:36,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/20/2026 16:33,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/17/2026 3:41,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/19/2026 21:05,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/19/2026 12:12,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/16/2026 20:31,Microsoft Windows security,4624,Logon
Audit Success,3/16/2026 22:21,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/19/2026 9:07,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/16/2026 19:06,Microsoft Windows security,4672,Special Logon
Audit Success,3/20/2026 0:31,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/18/2026 14:06,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/19/2026 0:34,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/17/2026 11:33,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/17/2026 11:23,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/16/2026 23:57,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/17/2026 8:07,Microsoft Windows security,4672,Special Logon
Audit Success,3/14/2026 18:40,Microsoft Windows security,4624,Logon
Audit Success,3/18/2026 11:41,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/15/2026 9:16,Microsoft Windows security,4672,Special Logon
Audit Success,3/17/2026 16:53,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/17/2026 3:42,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/15/2026 19:58,Microsoft Windows security,4624,Logon
Audit Success,3/20/2026 2:05,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/17/2026 11:25,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/19/2026 22:26,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/20/2026 20:21,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/19/2026 12:05,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/20/2026 1:52,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/18/2026 11:06,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/18/2026 12:05,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/17/2026 4:07,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/19/2026 12:27,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/19/2026 12:16,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/18/2026 21:26,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/17/2026 3:43,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/19/2026 12:11,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/17/2026 18:22,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/17/2026 15:34,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/17/2026 16:53,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/20/2026 0:31,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/19/2026 22:01,Microsoft Windows security,4672,Special Logon
Audit Success,3/18/2026 21:16,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/19/2026 21:06,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/17/2026 4:07,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/19/2026 16:19,Microsoft Windows security,4672,Special Logon
Audit Success,3/20/2026 0:38,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/17/2026 18:10,Microsoft Windows security,4672,Special Logon
Audit Success,3/20/2026 16:33,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/20/2026 15:16,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/17/2026 3:41,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/17/2026 3:42,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/19/2026 2:04,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/15/2026 6:04,Microsoft Windows security,4624,Logon
Audit Success,3/18/2026 21:23,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/19/2026 21:17,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/19/2026 1:56,Microsoft Windows security,4672,Special Logon
Audit Success,3/17/2026 4:13,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/18/2026 5:20,Microsoft Windows security,4672,Special Logon
Audit Success,3/17/2026 16:18,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/16/2026 23:11,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/19/2026 12:07,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/17/2026 3:40,Microsoft Windows security,4672,Special Logon
Audit Success,3/21/2026 0:47,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/17/2026 10:50,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/19/2026 11:52,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/19/2026 21:05,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/17/2026 22:54,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/19/2026 21:06,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/17/2026 5:25,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/20/2026 13:56,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/17/2026 3:41,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/13/2026 22:11,Microsoft Windows security,4672,Special Logon
Audit Success,3/19/2026 0:59,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/17/2026 15:48,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/17/2026 21:35,Microsoft Windows security,4624,Logon
Audit Success,3/18/2026 11:36,Microsoft Windows security,4672,Special Logon
Audit Success,3/17/2026 11:33,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/17/2026 23:18,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/17/2026 17:56,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/20/2026 16:33,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/20/2026 23:12,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/19/2026 1:11,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/19/2026 1:18,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/19/2026 16:14,Microsoft Windows security,4624,Logon
Audit Success,3/19/2026 9:27,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/19/2026 12:07,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/19/2026 10:27,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/20/2026 12:15,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/17/2026 23:57,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/17/2026 22:38,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/17/2026 23:22,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/20/2026 1:15,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/17/2026 2:57,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/20/2026 13:21,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/16/2026 22:14,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/17/2026 16:19,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/17/2026 4:13,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/18/2026 6:45,Microsoft Windows security,4672,Special Logon
Audit Success,3/21/2026 0:36,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/19/2026 0:56,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/17/2026 0:30,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/17/2026 15:59,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/19/2026 1:01,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/18/2026 21:03,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/19/2026 1:56,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/16/2026 22:02,Microsoft Windows security,4672,Special Logon
Audit Success,3/18/2026 1:45,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/19/2026 2:45,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/20/2026 23:06,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/17/2026 11:22,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/19/2026 0:58,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/18/2026 0:15,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/19/2026 10:21,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/18/2026 7:10,Microsoft Windows security,4624,Logon
Audit Success,3/16/2026 22:45,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/17/2026 23:39,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/19/2026 0:59,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/19/2026 20:22,Microsoft Windows security,4624,Logon
Audit Success,3/18/2026 11:06,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/17/2026 6:39,Microsoft Windows security,4624,Logon
Audit Success,3/19/2026 1:01,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/18/2026 14:06,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/19/2026 12:46,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/20/2026 23:24,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/17/2026 23:10,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/19/2026 0:32,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/17/2026 4:05,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/19/2026 11:48,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/17/2026 5:18,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/17/2026 8:21,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/19/2026 12:12,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/17/2026 3:41,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/19/2026 11:49,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/17/2026 12:09,Microsoft Windows security,4624,Logon
Audit Success,3/20/2026 0:32,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/19/2026 13:03,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/20/2026 11:52,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/19/2026 10:01,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/17/2026 15:48,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/17/2026 23:40,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/19/2026 1:48,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/19/2026 0:32,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/17/2026 15:54,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/19/2026 9:57,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/17/2026 23:30,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/19/2026 13:17,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/19/2026 12:41,Microsoft Windows security,4672,Special Logon
Audit Success,3/17/2026 3:46,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/18/2026 21:03,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/20/2026 18:07,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/19/2026 21:10,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/19/2026 0:43,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/20/2026 14:56,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/20/2026 0:46,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/17/2026 10:07,Microsoft Windows security,4672,Special Logon
Audit Success,3/20/2026 1:45,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/16/2026 23:26,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/18/2026 19:53,Microsoft Windows security,4672,Special Logon
Audit Success,3/16/2026 22:22,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/17/2026 2:49,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/20/2026 11:22,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/17/2026 8:23,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/19/2026 1:01,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/17/2026 5:28,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/20/2026 5:40,Microsoft Windows security,4624,Logon
Audit Success,3/17/2026 2:50,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/18/2026 21:03,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/20/2026 23:17,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/17/2026 10:36,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/17/2026 10:31,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/20/2026 0:32,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/19/2026 8:55,Microsoft Windows security,4672,Special Logon
Audit Success,3/19/2026 0:32,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/20/2026 9:16,Microsoft Windows security,4624,Logon
Audit Success,3/20/2026 16:02,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/18/2026 17:18,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/17/2026 17:24,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/16/2026 22:21,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/18/2026 21:29,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/19/2026 0:56,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/18/2026 15:32,Microsoft Windows security,4672,Special Logon
Audit Success,3/18/2026 11:51,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/20/2026 23:24,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/17/2026 8:21,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/20/2026 9:27,Microsoft Windows security,4672,Special Logon
Audit Success,3/20/2026 23:51,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/17/2026 3:41,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/21/2026 0:36,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/19/2026 12:08,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/20/2026 18:01,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/19/2026 21:33,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/19/2026 12:54,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/17/2026 3:43,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/19/2026 1:02,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/17/2026 10:53,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/19/2026 21:05,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/17/2026 11:44,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/17/2026 5:41,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/18/2026 21:06,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/20/2026 20:19,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/19/2026 22:32,Microsoft Windows security,4624,Logon
Audit Success,3/19/2026 4:13,Microsoft Windows security,4672,Special Logon
Audit Success,3/18/2026 2:38,Microsoft Windows security,4672,Special Logon
Audit Success,3/20/2026 20:21,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/20/2026 2:03,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/16/2026 1:36,Microsoft Windows security,4672,Special Logon
Audit Success,3/18/2026 21:03,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/17/2026 15:53,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/20/2026 1:48,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/19/2026 0:43,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/17/2026 3:52,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/20/2026 12:16,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/18/2026 0:07,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/18/2026 21:08,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/20/2026 23:47,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/20/2026 16:02,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/20/2026 1:45,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/17/2026 5:36,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/19/2026 21:17,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/19/2026 12:07,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/17/2026 12:48,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/20/2026 11:22,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/17/2026 17:31,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/17/2026 8:21,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/17/2026 15:48,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/17/2026 3:41,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/19/2026 0:32,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/19/2026 11:56,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/19/2026 12:08,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/17/2026 8:25,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/19/2026 19:22,Microsoft Windows security,4672,Special Logon
Audit Success,3/17/2026 23:22,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/19/2026 0:32,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/19/2026 9:07,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/17/2026 8:22,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/17/2026 23:21,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/19/2026 0:42,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/19/2026 1:01,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/17/2026 9:46,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/18/2026 21:41,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/17/2026 3:08,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/20/2026 20:19,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/20/2026 13:59,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/20/2026 18:01,Microsoft-Windows-Security-Auditing,4672,Special Logon
Audit Success,3/14/2026 1:25,Microsoft Windows security,4672,Special Logon
Audit Success,3/17/2026 9:46,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/14/2026 17:52,Microsoft Windows security,4672,Special Logon
Audit Success,3/18/2026 7:10,Microsoft Windows security,4624,Logon
Audit Success,3/20/2026 1:40,Microsoft-Windows-Security-Auditing,5379,User Account Management
Audit Success,3/16/2026 21:24,Microsoft Windows security,4672,Special Logon
Audit Success,3/16/2026 22:45,Microsoft-Windows-Security-Auditing,4624,Logon
Audit Success,3/19/2026 12:27,Microsoft-Windows-Security-Auditing,4624,Logon
